surface,rooms,floor,balcony,parking,age,district,price
237,5,9,0,1,33,luxe,1064234.6011891444
34,3,12,1,0,32,calme,187840.9779680539
119,3,10,1,0,49,centre,502786.635755656
51,5,12,0,1,59,calme,229391.0527671247
115,1,5,1,0,71,populaire,312205.56068862276
147,1,1,0,0,71,populaire,466050.1924678447
215,1,0,1,1,41,calme,801781.0989761236
165,6,10,1,1,27,calme,695787.2133661644
132,1,14,0,1,74,populaire,474083.34924638213
102,3,2,0,1,26,populaire,281757.0448212562
62,7,4,0,1,0,luxe,495660.03233295877
135,2,14,1,0,7,centre,561314.2351241601
182,5,14,1,1,45,luxe,858981.5587133077
97,7,3,1,1,23,luxe,606442.6179497901
77,2,6,0,1,39,calme,268928.24769639794
52,7,3,0,0,50,calme,285080.7691848961
33,6,7,0,0,23,centre,242372.23634114984
181,2,6,1,1,21,luxe,805390.9024108746
208,4,9,1,0,73,luxe,884653.185669487
151,1,8,0,0,67,populaire,483176.8491034844
235,6,0,0,0,7,populaire,926678.0169841055
78,7,14,0,1,57,centre,408241.2527242228
176,3,4,1,0,14,calme,720386.9097624246
102,1,12,1,0,7,populaire,382603.4370008254
153,1,3,0,1,41,centre,621161.6330201355
140,2,5,0,1,38,luxe,644425.1681045418
244,4,0,0,0,34,centre,917230.3246457429
196,1,5,1,1,40,centre,792528.2190352448
187,7,0,1,1,47,populaire,662614.0395414268
102,7,13,1,1,77,populaire,330902.9043466123
212,5,13,0,1,70,luxe,921215.9707401908
216,5,0,0,0,43,luxe,888252.900247798
46,1,7,0,1,34,luxe,312293.972741117
99,2,1,0,1,26,centre,392467.2740726012
153,2,9,0,0,64,centre,618101.8898130221
32,3,12,0,1,69,populaire,16196.356364205072
83,6,13,0,0,65,luxe,474308.5995263914
209,6,5,0,1,70,populaire,747294.3125916776
246,6,13,0,0,71,luxe,1031986.3734780437
166,4,5,0,1,62,luxe,769863.9327372762
223,2,5,0,1,79,populaire,696172.2006883068
99,3,7,1,0,28,populaire,416353.8398723505
142,5,3,0,0,30,populaire,476061.2533907677
62,7,2,0,0,63,luxe,397828.92936573806
221,6,5,1,0,52,centre,941162.9747624205
108,5,3,0,0,73,populaire,334666.17554815824
167,5,1,1,1,67,populaire,562895.1208127185
114,1,5,1,0,24,centre,513818.824937586
215,4,9,0,1,12,centre,881301.7747201114
191,3,4,0,0,39,calme,681600.8087214024
170,4,10,1,0,71,populaire,599761.9204231856
21,1,8,0,1,6,calme,176097.30689524752
139,3,10,0,1,31,calme,564587.8369174446
41,3,5,0,1,23,centre,262473.9426134479
134,2,13,1,1,0,luxe,705009.4461894573
76,4,2,1,0,46,luxe,423247.62761053984
248,4,10,0,1,50,centre,969681.0535500747
91,2,4,0,0,35,calme,310833.51923072524
26,5,14,1,0,26,calme,176081.03090331802
225,1,9,1,0,69,calme,801254.6199867678
203,4,7,0,1,41,calme,846742.6079349419
138,2,8,0,1,75,populaire,409679.50482254697
214,7,7,0,1,67,calme,811149.9910860803
133,3,14,1,1,69,centre,530683.8546135402
35,6,2,1,1,12,calme,187152.90140584818
102,7,8,0,1,24,calme,520562.8800959411
198,2,2,1,0,21,centre,806905.0175987456
229,6,7,0,1,20,calme,956158.6932087204
227,5,9,0,0,14,luxe,942052.0804479752
91,1,8,0,0,66,centre,377461.1353117222
143,6,6,0,1,36,populaire,600645.5656093381
244,5,3,0,1,44,populaire,894771.2859961378
132,6,9,1,1,25,centre,646960.6964679224
31,3,14,1,1,54,populaire,104432.38356759769
145,3,8,0,0,49,populaire,528243.6581446496
72,3,2,1,1,34,populaire,247668.70805666604
94,3,14,0,1,40,centre,462131.9271116897
152,2,2,1,0,71,calme,508842.0921267384
46,3,1,1,0,10,populaire,175113.87517906333
159,7,9,1,1,7,luxe,851798.7550178418
164,3,14,1,0,53,calme,661107.3998639245
153,7,2,0,1,0,calme,670022.9455012718
116,2,0,1,1,19,populaire,486569.39797166164
24,3,14,1,0,33,populaire,97706.902331477
76,5,3,1,0,56,calme,355370.33717610216
175,5,7,1,1,12,populaire,662624.5538024179
97,4,4,1,1,53,centre,412159.18860772974
88,5,1,1,1,52,centre,417017.9594850417
137,1,2,1,0,51,populaire,387070.3857666967
139,1,0,1,0,5,calme,556130.2493322496
78,1,1,0,1,35,populaire,253207.41751288928
52,2,0,0,1,24,luxe,366506.6693794146
81,5,1,0,0,57,centre,358080.3763552183
69,7,2,1,1,54,calme,327551.45909010334
131,1,0,0,0,2,luxe,618785.7025205523
38,4,10,0,1,27,populaire,199901.13193043182
233,2,8,0,0,67,centre,895258.443949633
216,4,9,1,1,37,luxe,1000348.1289113855
142,5,4,0,1,33,calme,514265.3800879471
213,3,7,0,1,12,centre,909594.4231810039
241,4,4,0,0,4,populaire,888414.3353365554
66,3,7,0,1,59,populaire,277403.40454878856
186,2,6,0,1,16,centre,751232.8384678678
215,4,11,0,1,56,luxe,919432.7563339373
52,4,3,0,1,30,centre,305955.5103523502
160,6,14,1,1,64,centre,626488.0002255216
103,2,6,0,1,65,centre,345366.25087166764
201,2,5,0,0,32,luxe,860898.3106099376
154,1,2,1,0,3,centre,610230.9898187935
98,5,8,1,1,54,calme,389849.819360619
234,4,11,1,1,23,populaire,889254.1472045262
33,4,9,1,0,31,luxe,259870.56915568458
234,7,14,1,0,72,calme,920938.5911712891
166,2,12,0,1,46,centre,653010.2161722415
147,2,8,0,0,15,calme,548260.7620536562
73,5,13,0,1,20,luxe,492305.43773513194
240,2,4,1,1,66,populaire,779885.872767994
167,3,7,0,0,30,luxe,800485.4230396447
48,3,6,0,1,13,centre,293840.8764851786
43,6,8,1,1,5,centre,335967.02109647193
101,3,6,1,1,68,populaire,361475.45888894016
82,3,3,0,1,28,luxe,497129.3554399454
221,5,3,1,0,54,luxe,924785.01473923
124,4,10,0,0,36,luxe,628763.2489255441
76,3,7,1,0,58,calme,329551.39526581403
155,6,5,0,1,35,populaire,621516.3965008887
237,2,8,0,0,75,luxe,926433.5918735228
81,3,13,0,0,58,populaire,284067.57107895444
176,6,9,1,0,77,calme,689126.201430446
221,5,13,1,1,63,luxe,984307.122889338
36,7,6,1,1,42,calme,174654.39369613485
85,7,6,1,1,41,centre,491212.6930039197
25,7,3,0,1,73,centre,221684.51250500267
77,2,2,0,1,59,centre,354299.28329287434
88,6,7,0,0,61,populaire,282730.9636625101
175,3,6,0,0,63,luxe,790932.9265406465
81,4,3,1,0,57,luxe,435761.47687301296
188,2,12,1,1,1,calme,790594.5324549087
216,2,3,1,0,77,calme,725644.5941341863
101,7,0,1,0,70,centre,439089.46512736904
237,4,10,0,1,7,populaire,884527.8453165632
231,7,6,1,1,55,populaire,824074.343112652
188,2,0,1,1,35,calme,698212.5064797795
196,3,9,1,1,68,calme,757077.1377260708
238,7,9,0,0,12,luxe,1090376.2003458655
196,7,3,0,1,38,luxe,850302.8749783805
223,7,10,0,1,5,calme,994383.721494684
90,2,13,1,1,18,luxe,502048.36091151874
150,3,2,0,0,24,calme,543939.2993859061
29,4,10,0,0,2,populaire,185416.81056842746
117,1,2,0,0,52,centre,472181.9996396105
108,4,11,0,0,27,calme,482154.1289613833
54,3,0,0,0,25,calme,208666.63265686223
227,5,3,0,1,46,luxe,988055.2966633431
21,7,13,1,1,7,calme,314188.3864073738
143,4,0,1,1,56,populaire,473897.3590721952
43,5,13,0,0,54,centre,274453.91324398457
93,5,12,1,1,78,luxe,483268.5313458834
185,3,12,0,0,0,populaire,650164.0839847196
41,3,7,1,0,39,centre,236051.26683495124
173,7,14,0,1,22,luxe,850580.4249203339
190,1,14,1,1,53,populaire,659931.2659983617
202,6,0,0,1,41,calme,783838.3619378128
58,2,11,0,1,79,luxe,402050.1321180151
238,4,13,1,0,49,calme,956233.131105125
176,3,5,0,0,3,luxe,808239.3710252675
249,4,6,1,0,7,centre,1014369.90947249
39,6,14,0,1,35,luxe,403050.923163879
238,6,9,0,0,9,luxe,1074065.7056070508
60,7,13,0,1,29,populaire,284992.72846020525
201,5,11,0,0,15,luxe,977895.3113872672
167,7,1,1,1,29,centre,716619.0869572752
127,2,3,1,0,63,populaire,402105.91469040385
166,1,10,1,1,73,calme,608885.9953048975
103,4,13,1,1,10,luxe,615559.4962785702
246,2,2,1,0,33,centre,915293.1091669033
130,1,12,0,1,79,centre,524155.56091446127
85,4,12,0,0,54,luxe,449320.05126931606
177,2,8,1,1,3,luxe,868591.6170415701
72,3,13,0,0,48,calme,290626.87582710973
53,4,6,1,1,43,calme,252356.05452433642
169,2,1,0,0,30,calme,644222.2609474789
86,6,10,1,0,47,calme,392381.3632245197
153,1,11,0,0,25,calme,574727.4822684058
226,2,5,0,0,69,calme,786111.3424835897
46,3,8,1,1,11,populaire,196521.92080778867
29,7,11,0,1,44,populaire,211342.95196338414
92,4,2,1,0,7,centre,470476.2782299633
244,4,13,0,0,8,populaire,915043.1311339767
115,4,14,1,1,0,luxe,671147.7473709524
67,3,10,0,0,4,luxe,438957.84085964
89,1,5,1,0,70,luxe,413929.2866295584
206,4,13,0,0,53,centre,793262.7012076506
119,1,2,0,1,23,populaire,394795.1140829942
78,2,2,1,0,25,luxe,456813.5789229262
21,6,3,1,1,9,populaire,132529.8880222984
176,6,8,1,1,60,luxe,855858.8991509241
215,1,10,1,1,39,calme,869334.1010332903
84,1,12,0,0,43,populaire,213105.44953632774
102,6,7,0,0,11,populaire,448069.13215246476
173,4,0,0,0,21,luxe,741219.5545728406
236,5,12,0,1,26,populaire,866145.8143123552
29,5,11,0,0,66,calme,151994.79085967262
72,3,10,1,0,68,luxe,336470.018532299
98,7,0,1,1,13,calme,454415.0636102769
78,6,6,1,1,24,luxe,511094.68904814124
169,6,2,1,1,51,populaire,582873.3014381874
198,3,13,1,0,58,luxe,818093.5887197409
67,5,10,0,0,37,centre,403152.694236144
168,2,6,0,0,19,luxe,754993.1400956846
142,4,8,1,1,77,populaire,521338.68912561785
41,4,2,1,0,19,calme,281379.23469219665
119,2,2,1,1,55,calme,484899.86126130796
117,2,1,0,0,29,centre,467489.6510754205
177,5,9,1,0,40,luxe,794669.3570523917
44,3,0,1,0,70,luxe,295078.2418374237
47,2,8,1,0,62,calme,214378.69418923935
212,3,5,0,0,68,calme,761964.8545326641
132,7,5,1,1,28,populaire,552105.1396320972
64,1,7,0,1,78,centre,266497.0602962806
87,4,10,1,0,76,calme,343928.99043755064
26,5,4,1,0,43,luxe,258372.35319023655
68,4,8,0,1,78,calme,250030.97783949834
156,5,14,0,0,56,populaire,521388.1612234643
183,1,10,1,1,23,luxe,821461.3901621075
102,4,4,1,0,18,populaire,404109.20140800317
148,1,1,0,0,16,populaire,495048.2361823061
157,5,5,0,1,68,populaire,528910.4817281744
183,2,14,1,1,60,centre,735731.2540421453
92,7,8,0,0,3,luxe,500562.13955224305
65,4,2,0,1,21,luxe,404556.41284704104
125,1,9,1,1,73,populaire,430299.34146416653
179,6,3,1,0,5,centre,747839.2379968255
51,4,9,1,0,29,calme,215593.0515358156
25,4,10,0,0,74,luxe,186686.82548332188
195,4,7,1,0,10,calme,766712.8159934797
185,3,5,1,1,47,luxe,823612.0388489732
164,1,12,0,0,45,populaire,549960.8646391742
93,1,6,1,0,26,luxe,507643.3523834711
133,4,6,0,1,18,populaire,492169.5764742151
46,2,3,0,1,58,luxe,320874.1804186253
73,4,14,1,0,67,populaire,215671.892401614
197,3,11,1,0,53,calme,779557.0939633164
182,5,5,0,1,16,calme,751776.031943635
104,3,11,1,0,49,calme,361790.7615198008
146,2,8,0,1,39,luxe,681227.5836271703
172,4,2,0,1,10,centre,805522.5463769693
175,1,7,1,1,13,calme,760012.2013579577
130,7,6,1,0,12,luxe,689459.8648945118
34,6,3,0,0,79,populaire,103925.19461512663
151,4,9,0,1,27,centre,626162.3370546515
112,2,12,1,0,43,centre,449659.12115625094
142,1,2,0,1,62,centre,543325.9388549998
92,3,13,0,0,60,calme,343373.43267235026
174,5,6,0,0,16,calme,699453.1230107427
173,5,9,1,1,49,calme,718369.5572912262
166,7,8,0,0,25,calme,699751.9333890269
111,4,11,0,0,6,populaire,455101.8783633191
36,3,9,1,0,78,luxe,276210.32520559424
62,7,2,0,1,15,centre,409847.09292052046
140,6,14,0,0,16,luxe,742865.5227078871
60,6,9,1,1,34,centre,363235.2291261903
189,7,8,1,0,22,centre,759103.3751143065
197,2,12,1,0,68,centre,723862.5026498022
231,5,7,1,0,8,centre,977172.612665027
187,3,11,1,1,17,populaire,709519.4461537703
58,4,2,0,1,74,populaire,234298.1840478466
132,1,14,0,1,47,centre,505727.04382758786
170,4,7,1,0,71,centre,699756.0920137956
130,4,11,0,0,65,calme,491499.3166336253
243,3,3,1,0,22,centre,935335.6208865178
199,5,5,0,1,9,luxe,970614.0433177995
66,3,11,0,0,37,populaire,193184.3379379832
82,1,9,0,0,58,luxe,417199.6654332755
244,7,1,1,1,67,calme,971480.2024169319
129,3,7,1,0,42,populaire,423417.6704241967
88,2,12,1,1,11,calme,360948.493934576
62,4,8,0,0,52,calme,279494.2823713057
195,5,6,1,0,13,luxe,930677.3019999149
53,6,7,0,0,51,centre,273307.78523468185
59,1,6,0,0,71,populaire,90186.38992726503
222,6,10,1,0,60,populaire,799404.2763056934
80,4,9,0,1,40,centre,389171.92623311805
197,3,3,0,0,20,luxe,799648.6099602086
214,6,0,0,0,47,calme,819388.5067945116
81,2,2,1,1,55,luxe,416065.9704024149
77,3,6,1,1,34,calme,370862.72761718964
180,4,10,1,1,43,populaire,731004.8692439485
94,6,10,0,0,38,centre,450045.2061568393
35,7,6,0,1,14,centre,293012.7178646194
101,1,10,1,1,11,populaire,391087.93827543955
113,6,12,0,1,7,calme,529430.6386423686
67,7,2,1,1,66,luxe,392540.90229383454
157,7,0,1,0,0,calme,683784.6605216495
101,6,9,1,1,79,centre,450545.17323389417
57,5,8,1,1,41,luxe,396068.64442020096
146,6,11,0,0,30,luxe,690950.6174267794
38,4,5,0,0,73,calme,163650.0775292873
183,7,12,0,1,29,calme,742030.2711910835
206,1,12,1,0,42,calme,779447.4347920995
82,4,11,0,1,25,luxe,508820.2720103871
96,2,6,1,0,11,populaire,353885.56518878473
193,3,0,1,0,58,luxe,770248.3604001775
150,6,0,1,1,68,centre,613865.0882353174
221,5,3,0,0,72,populaire,734923.5320746957
121,1,6,1,0,10,populaire,390976.8602561461
84,5,13,0,1,46,calme,393394.31671975326
139,5,10,0,1,22,luxe,747565.7787961327
110,5,14,0,0,42,centre,516152.40609161014
27,6,10,0,0,76,luxe,211437.47451014898
198,1,7,0,1,38,calme,811826.6562682351
228,1,9,0,0,72,luxe,888316.8286100583
92,7,8,0,1,54,centre,461565.5022711519
153,5,0,0,0,17,calme,588098.4552506785
126,7,3,1,0,41,luxe,647311.2205402072
108,7,3,1,1,25,centre,585408.5700723587
58,3,2,0,1,17,centre,287869.67761135474
132,6,6,0,0,40,calme,519918.15496785124
207,6,0,0,0,41,calme,788473.4292264413
47,4,8,0,0,32,populaire,116709.39789705991
116,7,12,0,0,42,populaire,462702.43083031336
201,6,7,1,1,13,centre,857771.6284513294
56,5,1,0,0,54,calme,235475.9779557193
156,2,1,0,0,57,calme,517906.1543279003
101,5,7,0,1,9,luxe,544277.4410666483
75,1,10,1,1,27,luxe,450117.71077129705
206,6,13,1,1,13,luxe,1025729.0022723807
104,6,14,0,0,25,luxe,548324.8394449695
21,4,0,1,1,73,populaire,82932.64224518012
208,7,12,1,1,16,luxe,1030308.3087125611
77,2,6,1,0,33,calme,352808.36302835564
126,6,8,1,1,13,centre,613861.7844937044
142,4,11,1,1,25,centre,656098.9513494297
207,4,14,1,0,33,centre,900376.5385053147
249,2,2,1,1,23,populaire,915990.1759648231
187,5,6,1,0,69,centre,743130.3020402293
183,5,5,0,1,19,populaire,646320.993751557
133,5,14,0,1,38,populaire,560587.4553105921
126,3,6,1,1,44,centre,557527.3595277292
56,7,6,1,0,33,populaire,223607.38817394798
98,7,9,0,1,21,luxe,595823.8902577106
111,5,0,0,1,70,luxe,475313.6575217022
37,2,13,1,1,32,luxe,349321.4271972523
117,3,2,0,1,5,populaire,456764.60110955697
82,7,9,1,0,15,luxe,535525.4133331737
169,5,0,0,1,71,centre,698682.8307289346
158,3,4,1,1,22,centre,692441.5591605988
205,2,2,0,1,17,populaire,742461.9325646962
204,5,0,1,1,13,populaire,786446.6169209182
224,1,1,0,0,49,luxe,928297.2457623488
23,6,9,0,0,60,calme,128665.7279968638
233,2,4,1,0,35,centre,916696.9554830561
154,4,10,1,1,14,calme,646181.4910173594
80,4,2,0,0,4,luxe,479380.4708788593
126,2,5,0,0,52,populaire,398444.89996708836
73,4,8,1,0,47,luxe,402464.6929111204
107,7,5,0,1,78,calme,453415.05329307524
87,2,1,0,1,10,luxe,433168.3276941159
239,1,1,0,0,1,populaire,794614.3542490863
226,2,14,0,1,23,calme,897375.6460597953
148,5,12,0,1,67,luxe,675024.3837666376
74,5,12,1,1,78,populaire,285918.2675240807
22,3,7,0,0,11,luxe,328884.344226016
225,4,10,0,1,58,luxe,896870.9911780104
185,6,7,1,1,66,populaire,679221.556582567
140,4,5,1,0,31,populaire,559433.2869677022
148,7,9,1,1,35,luxe,763491.9830965854
121,2,6,1,1,20,centre,550700.6054255413
57,6,0,1,0,69,luxe,343469.16462394514
104,6,14,0,0,65,populaire,343188.0097942054
176,4,11,0,1,8,centre,707960.4004022888
152,6,8,0,1,75,populaire,518721.1872402544
221,6,4,1,1,43,luxe,985275.9398657094
111,5,8,1,0,58,calme,456050.3386925775
40,1,1,1,0,23,populaire,151883.0488124084
218,2,13,0,1,62,populaire,773243.4667349135
214,4,7,0,1,77,calme,792609.0406431144
128,5,6,0,1,40,populaire,479844.48606807215
66,7,10,0,1,75,populaire,244249.59060341053
103,7,13,0,0,73,populaire,340840.2260773997
102,3,3,0,1,1,calme,480118.2414661672
54,6,2,1,0,27,luxe,386167.3779624744
215,6,3,0,0,15,populaire,791447.9760005752
88,4,3,0,0,58,centre,453540.1037197817
148,1,9,0,1,0,luxe,743359.6158063081
215,1,9,0,0,0,luxe,924356.0695755434
159,4,7,0,0,30,centre,614796.6464487863
207,4,12,1,1,21,centre,915808.1623179518
46,5,12,0,1,75,centre,172311.31528600398
75,7,3,0,0,58,calme,307849.3384391582
42,4,13,1,1,27,populaire,144583.25375265663
172,7,4,1,0,75,luxe,755372.2443593753
40,3,1,0,1,26,centre,230990.65662210784
80,7,12,0,0,0,populaire,358456.82933761645
82,5,3,0,0,1,populaire,315776.518928302
141,6,6,0,1,65,calme,588906.546867546
71,6,2,0,1,48,luxe,453709.2112016876
107,7,13,1,1,18,populaire,492683.1670904904
172,6,13,1,0,27,centre,713665.0791956156
74,6,0,0,0,69,centre,326044.8037031863
65,2,12,0,1,38,calme,312303.4025017376
51,3,7,1,0,18,centre,302110.7203943933
74,5,7,1,1,63,centre,357406.876572548
115,5,5,0,0,57,calme,422842.1072489884
152,6,6,0,0,16,calme,683516.8694780715
55,1,14,0,1,69,centre,275625.68437898165
129,5,9,0,1,78,luxe,548306.0945613664
196,3,10,0,0,40,luxe,808483.4317823616
125,4,1,0,0,4,calme,452614.4955424941
77,3,4,1,0,22,luxe,408755.00978965126
58,6,11,1,0,68,luxe,346701.3148977843
99,6,6,1,1,9,luxe,631050.2992735611
116,2,14,1,1,67,calme,478004.8971924122
132,7,8,0,1,11,luxe,681491.6859568887
232,5,0,1,0,9,centre,924222.4548335433
80,7,14,1,0,59,centre,395825.54934513033
156,7,2,0,0,29,calme,604159.2015446029
25,5,5,1,0,23,luxe,281006.1456984976
128,5,13,0,1,68,populaire,430986.21238221944
54,6,6,0,1,12,populaire,241734.44852340774
58,5,5,1,1,8,centre,330565.4605119942
169,1,0,1,0,17,centre,677489.3348357066
188,1,3,1,1,34,populaire,661623.2749354672
137,4,5,0,1,3,calme,555522.3004801761
24,5,7,1,1,40,luxe,271673.9569308064
189,2,9,0,1,25,populaire,668824.2963469957
106,4,14,1,0,43,luxe,586975.6859556888
228,6,13,0,0,41,populaire,857149.699917219
95,5,3,1,1,9,centre,491441.26248500025
234,1,6,1,1,72,luxe,962509.719026097
227,2,10,0,1,0,calme,890119.2986089854
214,4,2,1,1,53,luxe,961549.963239233
177,2,7,1,1,15,luxe,873495.9308944365
76,5,0,0,0,45,populaire,275351.69271213526
146,3,3,1,1,12,calme,623067.3152162713
233,2,7,1,1,63,centre,914771.3871977924
220,2,9,0,1,77,luxe,904985.4780427059
48,6,3,1,0,54,luxe,322151.3991910802
184,1,1,0,0,62,populaire,558037.9691122596
106,5,1,1,0,17,centre,508559.4047029366
160,2,3,1,0,60,populaire,505760.00264768105
179,5,14,0,0,19,calme,684893.5072077033
65,1,12,1,1,64,centre,306467.17841640866
135,6,3,0,1,63,calme,487263.326271524
131,5,14,0,0,75,populaire,498575.2726805465
170,7,1,1,0,63,centre,682006.356571948
64,1,6,0,0,12,calme,273149.94383566163
164,1,14,1,1,67,calme,655787.0869171333
123,4,5,0,0,69,populaire,465405.2553759642
104,6,10,1,0,56,centre,477222.1415141306
213,6,2,1,0,44,calme,796652.4596280035
248,7,7,0,1,37,luxe,1104358.677197487
153,5,7,1,0,53,centre,640262.0787678331
127,3,0,1,1,35,centre,550319.2024115453
37,7,2,1,1,66,luxe,328248.7781826418
113,4,4,0,1,78,centre,478698.9896547829
169,6,1,1,1,10,centre,819158.383809846
52,1,11,1,1,26,luxe,332822.9409033359
177,6,11,0,0,16,populaire,723495.0429980773
228,7,4,1,1,32,calme,912470.1932191072
145,3,10,0,1,4,luxe,750395.8002658718
179,2,9,0,1,61,centre,708055.9234144631
189,2,2,1,0,64,calme,677169.4676079518
225,6,14,0,1,70,calme,871347.8467806268
141,6,8,1,1,66,calme,554716.7925410399
157,4,10,1,1,79,populaire,593635.5039855524
134,6,0,1,0,79,centre,561883.95289124
183,3,3,0,1,43,centre,745023.3960250962
181,6,9,0,1,13,calme,749217.3554769488
220,5,5,1,1,56,calme,807462.5230606992
47,7,14,1,1,47,populaire,250912.56910114922
30,3,8,0,1,16,populaire,157152.45323634465
225,4,2,1,1,43,calme,881339.7847085687
186,5,14,0,1,3,centre,828743.9623637832
66,5,2,0,0,29,luxe,399320.9965052495
146,7,14,1,0,74,populaire,567094.7177599203
166,2,11,1,0,54,centre,678163.7101335143
137,3,4,1,1,29,populaire,511968.22367651615
162,7,6,0,0,17,centre,668081.9695595847
145,5,13,0,1,72,calme,516506.7422443001
175,4,4,0,0,43,populaire,667241.42565716
171,7,10,0,0,61,luxe,802333.1150541644
91,2,7,1,1,30,calme,436402.1132185925
126,5,4,0,1,15,populaire,435430.1129438412
156,7,6,1,1,76,calme,656790.2365186223
194,3,5,0,1,22,luxe,858477.707277356
52,2,13,0,1,13,populaire,218341.2961135262
209,3,9,1,0,1,populaire,789710.6693294727
244,3,12,0,1,11,populaire,902398.2784906549
38,3,1,1,0,57,centre,208223.285891596
214,7,2,0,0,55,centre,821550.9207266087
93,2,10,1,1,23,populaire,375856.69162467093
187,7,10,0,0,36,calme,721763.6924911649
194,7,3,0,0,28,calme,742237.8519941199
212,7,4,1,1,41,populaire,797111.7692614961
176,5,8,1,1,17,luxe,812157.4806463675
197,6,5,1,0,2,luxe,957766.8764763945
117,1,0,0,0,76,luxe,528934.2443361387
160,5,2,0,0,12,centre,669236.9410850073
148,2,6,0,1,28,centre,614473.8679768626
181,1,7,0,1,65,centre,693568.464410274
112,1,6,0,1,58,centre,396961.5124236384
195,1,4,0,0,47,calme,649351.4615299238
224,6,14,1,1,3,populaire,905639.3608289824
67,7,9,0,1,50,populaire,284191.3306588214
196,4,7,0,0,4,populaire,705155.2598213926
83,2,8,1,0,38,calme,330392.92097123124
80,6,6,1,0,40,luxe,498320.14289717586
176,6,10,1,1,4,luxe,820506.0313219272
58,4,8,1,1,7,centre,423436.987712477
147,1,0,1,1,55,centre,612157.8745106733
107,7,13,0,1,24,calme,494517.36246457463
45,4,8,0,1,51,calme,233956.41019899197
36,4,2,1,1,51,luxe,345396.67600846966
90,6,5,1,1,6,populaire,362576.93450189114
32,2,7,0,0,60,populaire,104520.44620723947
88,3,2,1,1,46,calme,370566.78881519823
45,7,3,0,1,65,calme,248947.70584709744
68,4,6,0,0,58,calme,298301.88472010224
214,7,11,1,0,4,centre,936995.9593565961
26,4,6,0,0,43,populaire,112798.63029377692
77,1,3,0,0,41,calme,271777.9181735342
68,7,8,0,1,60,calme,323299.8930661745
122,1,12,0,1,62,centre,475868.7010240924
72,6,2,1,0,49,calme,301274.1501734693
212,1,11,1,0,37,populaire,737731.9004140169
81,7,7,1,1,53,centre,454989.8549995772
36,5,7,1,0,43,calme,163388.59676944363
190,7,12,1,0,23,populaire,742777.8518511539
44,4,3,0,1,62,populaire,173199.9586093988
150,1,6,0,0,38,centre,628579.2524473674
226,2,3,0,1,11,populaire,802551.5196484722
48,5,12,0,0,62,centre,228405.07821801637
136,6,11,1,1,8,populaire,585077.1375971149
179,3,0,1,0,78,calme,646818.2989922464
45,4,0,0,1,21,centre,276462.7206889185
143,4,13,1,1,35,populaire,537925.3188081937
163,2,0,0,0,73,centre,607600.0723954329
44,3,1,0,0,27,populaire,151617.73868081864
73,3,5,1,0,55,centre,323196.57332343253
175,6,11,1,0,28,calme,714961.1254780962
92,6,9,1,0,4,centre,449295.5779682898
139,5,10,0,1,3,centre,662744.5302610289
75,4,4,1,1,50,calme,347938.6204740609
84,1,10,0,1,14,populaire,273116.5477154947
112,6,1,1,1,59,luxe,576813.3567994135
105,2,7,0,0,25,calme,400788.77665028395
99,2,8,1,1,22,centre,509732.40987341345
188,2,6,0,1,28,calme,683979.057197524
127,7,11,0,1,56,calme,574091.2337688812
198,6,13,1,0,61,centre,851156.0763287955
137,6,14,0,0,58,centre,516663.0912351538
218,2,14,1,1,47,luxe,968263.5796549008
225,6,11,1,0,34,calme,905699.7855997569
176,7,8,1,1,45,centre,726316.6960355701
102,1,3,0,0,32,populaire,311339.4800654104
166,1,12,1,0,70,populaire,526945.2774573539
213,5,6,0,0,9,populaire,750107.8400033657
188,4,4,1,1,47,populaire,654891.0646308496
192,1,4,1,0,43,calme,727514.5903227837
34,5,2,0,1,69,calme,166529.78426127002
150,3,8,0,0,62,luxe,641191.2483887188
158,4,12,1,1,48,calme,609557.3248046027
200,1,9,0,1,71,centre,782222.1351258287
193,7,4,1,1,40,luxe,949305.144820742
49,3,5,0,1,38,calme,226935.61817722334
76,5,2,0,1,22,calme,355253.59722947463
165,1,9,1,1,12,centre,785096.4412394096
198,1,6,0,0,52,centre,768164.3389675745
147,6,8,1,1,69,centre,669583.6666921609
67,3,8,1,0,56,populaire,202286.97845079203
213,1,13,0,1,75,calme,741113.313276468
243,2,14,1,1,66,calme,946102.4997112027
155,7,12,0,0,47,calme,643214.5880000446
41,6,9,0,1,19,luxe,378252.67961539625
25,6,13,1,0,61,luxe,290041.299834481
223,1,9,0,1,44,luxe,986244.8736796994
204,7,4,1,0,62,luxe,872966.494023693
123,6,6,1,0,7,luxe,665254.3364041022
55,4,12,0,1,25,centre,311034.0933241492
98,3,11,0,0,37,luxe,516341.4235509195
239,4,11,1,0,40,calme,937536.6333639325
135,5,12,1,1,1,populaire,569966.4845545086
76,4,2,1,1,6,calme,430993.0610751978
68,7,5,0,1,24,calme,338549.0621577327
192,2,11,0,0,50,centre,760404.8246701943
101,6,7,1,0,49,populaire,411831.5131188222
85,7,12,0,0,63,calme,357156.9034146744
96,6,7,1,1,11,centre,499980.8116173309
64,2,1,0,1,52,populaire,189419.0036283929
98,6,5,1,0,74,populaire,290606.1195885852
39,4,6,1,1,9,centre,328578.37772229593
211,5,11,1,1,60,luxe,940330.5124954319
240,1,6,1,1,54,centre,872341.229504656
142,2,2,1,1,67,centre,556208.0932036524
240,4,13,1,1,41,luxe,1089348.1900470045
